state,date,tot_cases,new_cases,tot_deaths,new_deaths,1st_dose,2nd_dose,discharge_variable,patient_variable,discharge_n,mortality_rate,LOS
Kansas,Dec-2020,977357,75008,11394,1249,64350,64350,COVID-19-Related Inpatient Stays,Age: 45-64 years,"1,223",10.1,7.8
Kansas,Dec-2020,977357,75008,11394,1249,64350,64350,COVID-19-Related Inpatient Stays,Age: 65-79 years,"1,640",15.0,7.5
Kansas,Dec-2020,977357,75008,11394,1249,64350,64350,COVID-19-Related Inpatient Stays,Age: 80+ years,"1,154",19.8,6.6
Kansas,Dec-2020,977357,75008,11394,1249,64350,64350,Elective Inpatient Admissions*,Age: 0-17 years,97,0.0,7.3
Kansas,Dec-2020,977357,75008,11394,1249,64350,64350,Elective Inpatient Admissions*,Age: 18-44 years,516,0.0,3.1
Kansas,Dec-2020,977357,75008,11394,1249,64350,64350,Elective Inpatient Admissions*,Age: 45-64 years,"1,302",2.0,4.0
Kansas,Dec-2020,977357,75008,11394,1249,64350,64350,Elective Inpatient Admissions*,Age: 65-79 years,"1,553",4.6,4.9
Kansas,Dec-2020,977357,75008,11394,1249,64350,64350,Elective Inpatient Admissions*,Age: 80+ years,781,10.8,7.1
Kansas,Dec-2020,977357,75008,11394,1249,64350,64350,Influenza-Related Inpatient Stays,Age: 0-17 years,0,0.0,0.0
Kansas,Dec-2020,977357,75008,11394,1249,64350,64350,Influenza-Related Inpatient Stays,Age: 45-64 years,0,0.0,0.0
Kansas,Dec-2020,977357,75008,11394,1249,64350,64350,Influenza-Related Inpatient Stays,Age: 65-79 years,0,0.0,0.0
Kansas,Dec-2020,977357,75008,11394,1249,64350,64350,Influenza-Related Inpatient Stays,Age: 80+ years,0,0.0,0.0
Kansas,Dec-2020,977357,75008,11394,1249,64350,64350,Injury-Related Inpatient Stays,Age: 0-17 years,43,0.0,3.5
Kansas,Dec-2020,977357,75008,11394,1249,64350,64350,Injury-Related Inpatient Stays,Age: 18-44 years,184,0.0,5.9
Kansas,Dec-2020,977357,75008,11394,1249,64350,64350,Injury-Related Inpatient Stays,Age: 45-64 years,230,0.0,6.6
Kansas,Dec-2020,977357,75008,11394,1249,64350,64350,Injury-Related Inpatient Stays,Age: 65-79 years,346,3.8,5.6
Kansas,Dec-2020,977357,75008,11394,1249,64350,64350,Injury-Related Inpatient Stays,Age: 80+ years,344,0.0,4.5
Kansas,Dec-2020,977357,75008,11394,1249,64350,64350,Inpatient Stays Related to Mental Health and Substance Use,Age: 0-17 years,347,0.0,4.2
Kansas,Dec-2020,977357,75008,11394,1249,64350,64350,Inpatient Stays Related to Mental Health and Substance Use,Age: 18-44 years,739,0.0,5.1
Kansas,Dec-2020,977357,75008,11394,1249,64350,64350,Inpatient Stays Related to Mental Health and Substance Use,Age: 45-64 years,306,0.0,6.6
Kansas,Dec-2020,977357,75008,11394,1249,64350,64350,Inpatient Stays Related to Mental Health and Substance Use,Age: 65-79 years,99,0.0,10.9
Kansas,Dec-2020,977357,75008,11394,1249,64350,64350,Inpatient Stays Related to Mental Health and Substance Use,Age: 80+ years,41,0.0,15.9
Kansas,Dec-2020,977357,75008,11394,1249,64350,64350,Other Medical Inpatient Stays,Age: 0-17 years,264,0.0,3.2
Kansas,Dec-2020,977357,75008,11394,1249,64350,64350,Other Medical Inpatient Stays,Age: 18-44 years,"1,520",2.4,4.6
Kansas,Dec-2020,977357,75008,11394,1249,64350,64350,Other Medical Inpatient Stays,Age: 45-64 years,"3,539",5.6,5.6
Kansas,Dec-2020,977357,75008,11394,1249,64350,64350,Other Medical Inpatient Stays,Age: 65-79 years,"4,588",8.0,5.9
Kansas,Dec-2020,977357,75008,11394,1249,64350,64350,Other Medical Inpatient Stays,Age: 80+ years,"3,241",11.2,5.8
Kansas,Dec-2020,977357,75008,11394,1249,64350,64350,Surgical Inpatient Stays,Age: 0-17 years,55,0.0,3.0
Kansas,Dec-2020,977357,75008,11394,1249,64350,64350,Surgical Inpatient Stays,Age: 18-44 years,629,0.0,4.8
Kansas,Dec-2020,977357,75008,11394,1249,64350,64350,Surgical Inpatient Stays,Age: 45-64 years,"1,650",1.4,5.4
Kansas,Dec-2020,977357,75008,11394,1249,64350,64350,Surgical Inpatient Stays,Age: 65-79 years,"1,551",3.0,5.6
Kansas,Dec-2020,977357,75008,11394,1249,64350,64350,Surgical Inpatient Stays,Age: 80+ years,550,4.0,5.7
Kansas,Feb-2021,1150700,20320,17425,935,82680,82680,Inpatient Admissions Through the ED*,Age: 0-17 years,272,0.0,3.7
Kansas,Feb-2021,1150700,20320,17425,935,82680,82680,Inpatient Admissions Through the ED*,Age: 18-44 years,"1,983",1.1,4.7
Kansas,Feb-2021,1150700,20320,17425,935,82680,82680,Inpatient Admissions Through the ED*,Age: 45-64 years,"3,049",2.7,5.4
Kansas,Feb-2021,1150700,20320,17425,935,82680,82680,Inpatient Admissions Through the ED*,Age: 65-79 years,"2,948",4.2,5.8
Kansas,Feb-2021,1150700,20320,17425,935,82680,82680,Inpatient Admissions Through the ED*,Age: 80+ years,"1,983",4.9,5.3
Kansas,Feb-2021,1150700,20320,17425,935,82680,82680,All Inpatient Stays,Age: 0-17 years,"3,259",0.0,3.7
Kansas,Feb-2021,1150700,20320,17425,935,82680,82680,All Inpatient Stays,Age: 18-44 years,"5,503",0.6,3.7
Kansas,Feb-2021,1150700,20320,17425,935,82680,82680,All Inpatient Stays,Age: 45-64 years,"4,889",2.9,5.4
Kansas,Feb-2021,1150700,20320,17425,935,82680,82680,All Inpatient Stays,Age: 65-79 years,"5,421",4.5,5.9
Kansas,Feb-2021,1150700,20320,17425,935,82680,82680,All Inpatient Stays,Age: 80+ years,"3,295",5.4,5.6
Kansas,Feb-2021,1150700,20320,17425,935,82680,82680,COVID-19-Related Inpatient Stays,Age: 0-17 years,19,0.0,0.0
Kansas,Feb-2021,1150700,20320,17425,935,82680,82680,COVID-19-Related Inpatient Stays,Age: 18-44 years,176,0.0,7.0
Kansas,Feb-2021,1150700,20320,17425,935,82680,82680,COVID-19-Related Inpatient Stays,Age: 45-64 years,407,8.6,8.2
Kansas,Feb-2021,1150700,20320,17425,935,82680,82680,COVID-19-Related Inpatient Stays,Age: 65-79 years,487,13.3,9.6
Kansas,Feb-2021,1150700,20320,17425,935,82680,82680,COVID-19-Related Inpatient Stays,Age: 80+ years,310,13.5,8.1
Kansas,Feb-2021,1150700,20320,17425,935,82680,82680,Elective Inpatient Admissions*,Age: 0-17 years,84,0.0,4.6
Kansas,Feb-2021,1150700,20320,17425,935,82680,82680,Elective Inpatient Admissions*,Age: 18-44 years,452,0.0,3.8
Kansas,Feb-2021,1150700,20320,17425,935,82680,82680,Elective Inpatient Admissions*,Age: 45-64 years,"1,031",2.5,4.4
Kansas,Feb-2021,1150700,20320,17425,935,82680,82680,Elective Inpatient Admissions*,Age: 65-79 years,"1,391",3.7,5.3
Kansas,Feb-2021,1150700,20320,17425,935,82680,82680,Elective Inpatient Admissions*,Age: 80+ years,708,6.5,6.4
Kansas,Feb-2021,1150700,20320,17425,935,82680,82680,Influenza-Related Inpatient Stays,Age: 0-17 years,0,0.0,0.0
Kansas,Feb-2021,1150700,20320,17425,935,82680,82680,Influenza-Related Inpatient Stays,Age: 18-44 years,0,0.0,0.0
Kansas,Feb-2021,1150700,20320,17425,935,82680,82680,Influenza-Related Inpatient Stays,Age: 45-64 years,0,0.0,0.0
Kansas,Feb-2021,1150700,20320,17425,935,82680,82680,Influenza-Related Inpatient Stays,Age: 65-79 years,0,0.0,0.0
Kansas,Feb-2021,1150700,20320,17425,935,82680,82680,Influenza-Related Inpatient Stays,Age: 80+ years,0,0.0,0.0
Kansas,Feb-2021,1150700,20320,17425,935,82680,82680,Injury-Related Inpatient Stays,Age: 0-17 years,41,0.0,4.5
Kansas,Feb-2021,1150700,20320,17425,935,82680,82680,Injury-Related Inpatient Stays,Age: 18-44 years,239,0.0,5.0
Kansas,Feb-2021,1150700,20320,17425,935,82680,82680,Injury-Related Inpatient Stays,Age: 45-64 years,212,0.0,7.1
Kansas,Feb-2021,1150700,20320,17425,935,82680,82680,Injury-Related Inpatient Stays,Age: 65-79 years,287,0.0,4.7
Kansas,Feb-2021,1150700,20320,17425,935,82680,82680,Injury-Related Inpatient Stays,Age: 80+ years,335,4.2,5.0
Kansas,Feb-2021,1150700,20320,17425,935,82680,82680,Inpatient Stays Related to Mental Health and Substance Use,Age: 0-17 years,385,0.0,4.2
Kansas,Feb-2021,1150700,20320,17425,935,82680,82680,Inpatient Stays Related to Mental Health and Substance Use,Age: 18-44 years,714,0.0,5.0
Kansas,Feb-2021,1150700,20320,17425,935,82680,82680,Inpatient Stays Related to Mental Health and Substance Use,Age: 45-64 years,346,0.0,6.1
Kansas,Feb-2021,1150700,20320,17425,935,82680,82680,Inpatient Stays Related to Mental Health and Substance Use,Age: 65-79 years,102,0.0,12.3
Kansas,Feb-2021,1150700,20320,17425,935,82680,82680,Inpatient Stays Related to Mental Health and Substance Use,Age: 80+ years,42,0.0,8.7
Kansas,Feb-2021,1150700,20320,17425,935,82680,82680,Other Medical Inpatient Stays,Age: 0-17 years,242,0.0,2.8
Kansas,Feb-2021,1150700,20320,17425,935,82680,82680,Other Medical Inpatient Stays,Age: 18-44 years,"1,339",1.6,4.2
Kansas,Feb-2021,1150700,20320,17425,935,82680,82680,Other Medical Inpatient Stays,Age: 45-64 years,"2,878",3.9,5.1
Kansas,Feb-2021,1150700,20320,17425,935,82680,82680,Other Medical Inpatient Stays,Age: 65-79 years,"3,557",5.6,5.8
Kansas,Feb-2021,1150700,20320,17425,935,82680,82680,Other Medical Inpatient Stays,Age: 80+ years,"2,379",6.4,5.5
Kansas,Feb-2021,1150700,20320,17425,935,82680,82680,Surgical Inpatient Stays,Age: 0-17 years,57,0.0,4.9
Kansas,Feb-2021,1150700,20320,17425,935,82680,82680,Surgical Inpatient Stays,Age: 18-44 years,593,0.0,5.3
Kansas,Feb-2021,1150700,20320,17425,935,82680,82680,Surgical Inpatient Stays,Age: 45-64 years,"1,445",1.3,5.7
Kansas,Feb-2021,1150700,20320,17425,935,82680,82680,Surgical Inpatient Stays,Age: 65-79 years,"1,475",2.6,5.7
Kansas,Feb-2021,1150700,20320,17425,935,82680,82680,Surgical Inpatient Stays,Age: 80+ years,539,2.0,6.1
Kansas,Jan-2021,1029759,49745,13816,949,72150,72150,Inpatient Admissions Through the ED*,Age: 0-17 years,260,0.0,4.1
Kansas,Jan-2021,1029759,49745,13816,949,72150,72150,Inpatient Admissions Through the ED*,Age: 18-44 years,"2,237",1.3,4.3
Kansas,Jan-2021,1029759,49745,13816,949,72150,72150,Inpatient Admissions Through the ED*,Age: 45-64 years,"3,371",3.6,5.8
Kansas,Jan-2021,1029759,49745,13816,949,72150,72150,Inpatient Admissions Through the ED*,Age: 65-79 years,"3,610",5.8,6.0
Kansas,Jan-2021,1029759,49745,13816,949,72150,72150,Inpatient Admissions Through the ED*,Age: 80+ years,"2,493",8.0,5.5
Kansas,Jan-2021,1029759,49745,13816,949,72150,72150,All Inpatient Stays,Age: 0-17 years,"3,457",0.0,3.5
Kansas,Jan-2021,1029759,49745,13816,949,72150,72150,All Inpatient Stays,Age: 18-44 years,"5,866",0.7,3.5
Kansas,Jan-2021,1029759,49745,13816,949,72150,72150,All Inpatient Stays,Age: 45-64 years,"5,369",3.8,5.7
Kansas,Jan-2021,1029759,49745,13816,949,72150,72150,All Inpatient Stays,Age: 65-79 years,"6,129",5.7,5.9
Kansas,Jan-2021,1029759,49745,13816,949,72150,72150,All Inpatient Stays,Age: 80+ years,"4,004",8.9,5.7
Kansas,Jan-2021,1029759,49745,13816,949,72150,72150,COVID-19-Related Inpatient Stays,Age: 0-17 years,24,0.0,0.0
Kansas,Jan-2021,1029759,49745,13816,949,72150,72150,COVID-19-Related Inpatient Stays,Age: 18-44 years,359,3.3,5.0
Kansas,Jan-2021,1029759,49745,13816,949,72150,72150,COVID-19-Related Inpatient Stays,Age: 45-64 years,880,10.1,8.0
Kansas,Jan-2021,1029759,49745,13816,949,72150,72150,COVID-19-Related Inpatient Stays,Age: 65-79 years,"1,202",14.1,7.9
Kansas,Jan-2021,1029759,49745,13816,949,72150,72150,COVID-19-Related Inpatient Stays,Age: 80+ years,844,18.7,7.2
Kansas,Jan-2021,1029759,49745,13816,949,72150,72150,Elective Inpatient Admissions*,Age: 0-17 years,109,0.0,4.5
Kansas,Jan-2021,1029759,49745,13816,949,72150,72150,Elective Inpatient Admissions*,Age: 18-44 years,468,0.0,3.5
Kansas,Jan-2021,1029759,49745,13816,949,72150,72150,Elective Inpatient Admissions*,Age: 45-64 years,"1,074",2.4,4.2
Kansas,Jan-2021,1029759,49745,13816,949,72150,72150,Elective Inpatient Admissions*,Age: 65-79 years,"1,406",5.0,5.1
Kansas,Jan-2021,1029759,49745,13816,949,72150,72150,Elective Inpatient Admissions*,Age: 80+ years,750,10.0,6.1
Kansas,Jan-2021,1029759,49745,13816,949,72150,72150,Influenza-Related Inpatient Stays,Age: 0-17 years,0,0.0,0.0
Kansas,Jan-2021,1029759,49745,13816,949,72150,72150,Influenza-Related Inpatient Stays,Age: 18-44 years,0,0.0,0.0
Kansas,Jan-2021,1029759,49745,13816,949,72150,72150,Influenza-Related Inpatient Stays,Age: 45-64 years,0,0.0,0.0
Kansas,Jan-2021,1029759,49745,13816,949,72150,72150,Influenza-Related Inpatient Stays,Age: 65-79 years,11,0.0,0.0
Kansas,Jan-2021,1029759,49745,13816,949,72150,72150,Influenza-Related Inpatient Stays,Age: 80+ years,0,0.0,0.0
Kansas,Jan-2021,1029759,49745,13816,949,72150,72150,Injury-Related Inpatient Stays,Age: 0-17 years,35,0.0,4.3
Kansas,Jan-2021,1029759,49745,13816,949,72150,72150,Injury-Related Inpatient Stays,Age: 18-44 years,197,0.0,4.9
Kansas,Jan-2021,1029759,49745,13816,949,72150,72150,Injury-Related Inpatient Stays,Age: 45-64 years,198,0.0,6.3
Kansas,Jan-2021,1029759,49745,13816,949,72150,72150,Injury-Related Inpatient Stays,Age: 65-79 years,299,5.4,6.0
Kansas,Jan-2021,1029759,49745,13816,949,72150,72150,Injury-Related Inpatient Stays,Age: 80+ years,340,5.0,5.4
Kansas,Jan-2021,1029759,49745,13816,949,72150,72150,Inpatient Stays Related to Mental Health and Substance Use,Age: 0-17 years,390,0.0,4.0
Kansas,Jan-2021,1029759,49745,13816,949,72150,72150,Inpatient Stays Related to Mental Health and Substance Use,Age: 18-44 years,745,0.0,4.9
Kansas,Jan-2021,1029759,49745,13816,949,72150,72150,Inpatient Stays Related to Mental Health and Substance Use,Age: 45-64 years,354,0.0,6.5
Kansas,Jan-2021,1029759,49745,13816,949,72150,72150,Inpatient Stays Related to Mental Health and Substance Use,Age: 65-79 years,89,0.0,11.2
Kansas,Jan-2021,1029759,49745,13816,949,72150,72150,Inpatient Stays Related to Mental Health and Substance Use,Age: 80+ years,49,0.0,11.2
Kansas,Jan-2021,1029759,49745,13816,949,72150,72150,Other Medical Inpatient Stays,Age: 0-17 years,257,0.0,3.0
Kansas,Jan-2021,1029759,49745,13816,949,72150,72150,Other Medical Inpatient Stays,Age: 18-44 years,"1,594",1.8,4.3
Kansas,Jan-2021,1029759,49745,13816,949,72150,72150,Other Medical Inpatient Stays,Age: 45-64 years,"3,378",5.2,5.5
Kansas,Jan-2021,1029759,49745,13816,949,72150,72150,Other Medical Inpatient Stays,Age: 65-79 years,"4,237",6.9,5.8
Kansas,Jan-2021,1029759,49745,13816,949,72150,72150,Other Medical Inpatient Stays,Age: 80+ years,"3,101",10.4,5.6
Kansas,Jan-2021,1029759,49745,13816,949,72150,72150,Surgical Inpatient Stays,Age: 0-17 years,66,0.0,3.2
Kansas,Jan-2021,1029759,49745,13816,949,72150,72150,Surgical Inpatient Stays,Age: 18-44 years,562,0.0,4.3
Kansas,Jan-2021,1029759,49745,13816,949,72150,72150,Surgical Inpatient Stays,Age: 45-64 years,"1,434",1.9,5.8
Kansas,Jan-2021,1029759,49745,13816,949,72150,72150,Surgical Inpatient Stays,Age: 65-79 years,"1,504",2.5,5.9
Kansas,Jan-2021,1029759,49745,13816,949,72150,72150,Surgical Inpatient Stays,Age: 80+ years,514,2.9,5.6
Kansas,Jun-2021,1582898,4413,25570,94,127170,127170,Inpatient Admissions Through the ED*,Age: 0-17 years,354,0.0,3.3
Kansas,Jun-2021,1582898,4413,25570,94,127170,127170,Inpatient Admissions Through the ED*,Age: 18-44 years,"2,324",1.1,4.3
Kansas,Jun-2021,1582898,4413,25570,94,127170,127170,Inpatient Admissions Through the ED*,Age: 45-64 years,"3,526",2.2,5.1
Kansas,Jun-2021,1582898,4413,25570,94,127170,127170,Inpatient Admissions Through the ED*,Age: 65-79 years,"3,354",2.9,5.2
Kansas,Jun-2021,1582898,4413,25570,94,127170,127170,Inpatient Admissions Through the ED*,Age: 80+ years,"2,214",3.4,5.0
Kansas,Jun-2021,1582898,4413,25570,94,127170,127170,All Inpatient Stays,Age: 0-17 years,"3,677",0.0,3.6
Kansas,Jun-2021,1582898,4413,25570,94,127170,127170,All Inpatient Stays,Age: 18-44 years,"6,297",0.6,3.5
Kansas,Jun-2021,1582898,4413,25570,94,127170,127170,All Inpatient Stays,Age: 45-64 years,"5,640",2.1,5.2
Kansas,Jun-2021,1582898,4413,25570,94,127170,127170,All Inpatient Stays,Age: 65-79 years,"6,013",3.1,5.4
Kansas,Jun-2021,1582898,4413,25570,94,127170,127170,All Inpatient Stays,Age: 80+ years,"3,720",4.4,5.6
Kansas,Jun-2021,1582898,4413,25570,94,127170,127170,COVID-19-Related Inpatient Stays,Age: 0-17 years,0,0.0,0.0
Kansas,Jun-2021,1582898,4413,25570,94,127170,127170,COVID-19-Related Inpatient Stays,Age: 18-44 years,103,0.0,5.5
Kansas,Jun-2021,1582898,4413,25570,94,127170,127170,COVID-19-Related Inpatient Stays,Age: 45-64 years,157,7.6,8.0
Kansas,Jun-2021,1582898,4413,25570,94,127170,127170,COVID-19-Related Inpatient Stays,Age: 65-79 years,94,0.0,9.9
Kansas,Jun-2021,1582898,4413,25570,94,127170,127170,COVID-19-Related Inpatient Stays,Age: 80+ years,48,0.0,11.3
Kansas,Jun-2021,1582898,4413,25570,94,127170,127170,Elective Inpatient Admissions*,Age: 0-17 years,98,0.0,4.0
Kansas,Jun-2021,1582898,4413,25570,94,127170,127170,Elective Inpatient Admissions*,Age: 18-44 years,539,0.0,3.4
Kansas,Jun-2021,1582898,4413,25570,94,127170,127170,Elective Inpatient Admissions*,Age: 45-64 years,"1,164",1.0,4.5
Kansas,Jun-2021,1582898,4413,25570,94,127170,127170,Elective Inpatient Admissions*,Age: 65-79 years,"1,534",2.4,5.1
Kansas,Jun-2021,1582898,4413,25570,94,127170,127170,Elective Inpatient Admissions*,Age: 80+ years,794,5.2,7.5
Kansas,Jun-2021,1582898,4413,25570,94,127170,127170,Influenza-Related Inpatient Stays,Age: 0-17 years,0,0.0,0.0
Kansas,Jun-2021,1582898,4413,25570,94,127170,127170,Influenza-Related Inpatient Stays,Age: 45-64 years,0,0.0,0.0
Kansas,Jun-2021,1582898,4413,25570,94,127170,127170,Influenza-Related Inpatient Stays,Age: 65-79 years,0,0.0,0.0
Kansas,Jun-2021,1582898,4413,25570,94,127170,127170,Injury-Related Inpatient Stays,Age: 0-17 years,76,0.0,2.9
Kansas,Jun-2021,1582898,4413,25570,94,127170,127170,Injury-Related Inpatient Stays,Age: 18-44 years,296,0.0,4.3
Kansas,Jun-2021,1582898,4413,25570,94,127170,127170,Injury-Related Inpatient Stays,Age: 45-64 years,263,0.0,5.6
Kansas,Jun-2021,1582898,4413,25570,94,127170,127170,Injury-Related Inpatient Stays,Age: 65-79 years,394,0.0,5.1
Kansas,Jun-2021,1582898,4413,25570,94,127170,127170,Injury-Related Inpatient Stays,Age: 80+ years,398,4.3,5.1
Kansas,Jun-2021,1582898,4413,25570,94,127170,127170,Inpatient Stays Related to Mental Health and Substance Use,Age: 0-17 years,295,0.0,4.2
Kansas,Jun-2021,1582898,4413,25570,94,127170,127170,Inpatient Stays Related to Mental Health and Substance Use,Age: 18-44 years,783,0.0,4.9
Kansas,Jun-2021,1582898,4413,25570,94,127170,127170,Inpatient Stays Related to Mental Health and Substance Use,Age: 45-64 years,389,0.0,6.1
Kansas,Jun-2021,1582898,4413,25570,94,127170,127170,Inpatient Stays Related to Mental Health and Substance Use,Age: 65-79 years,105,0.0,9.7
Kansas,Jun-2021,1582898,4413,25570,94,127170,127170,Inpatient Stays Related to Mental Health and Substance Use,Age: 80+ years,49,0.0,13.0
Kansas,Jun-2021,1582898,4413,25570,94,127170,127170,Other Medical Inpatient Stays,Age: 0-17 years,335,0.0,2.6
Kansas,Jun-2021,1582898,4413,25570,94,127170,127170,Other Medical Inpatient Stays,Age: 18-44 years,"1,657",1.8,4.1
Kansas,Jun-2021,1582898,4413,25570,94,127170,127170,Other Medical Inpatient Stays,Age: 45-64 years,"3,403",2.4,4.8
Kansas,Jun-2021,1582898,4413,25570,94,127170,127170,Other Medical Inpatient Stays,Age: 65-79 years,"3,869",3.9,5.2
Kansas,Jun-2021,1582898,4413,25570,94,127170,127170,Other Medical Inpatient Stays,Age: 80+ years,"2,690",4.8,5.5
Kansas,Jun-2021,1582898,4413,25570,94,127170,127170,Surgical Inpatient Stays,Age: 0-17 years,65,0.0,4.0
Kansas,Jun-2021,1582898,4413,25570,94,127170,127170,Surgical Inpatient Stays,Age: 18-44 years,656,0.0,4.6
Kansas,Jun-2021,1582898,4413,25570,94,127170,127170,Surgical Inpatient Stays,Age: 45-64 years,"1,582",1.6,5.6
Kansas,Jun-2021,1582898,4413,25570,94,127170,127170,Surgical Inpatient Stays,Age: 65-79 years,"1,645",1.8,5.5
Kansas,Jun-2021,1582898,4413,25570,94,127170,127170,Surgical Inpatient Stays,Age: 80+ years,583,3.3,5.6
Kansas,Mar-2021,1499114,8696,24111,204,193050,193050,Inpatient Admissions Through the ED*,Age: 0-17 years,312,0.0,3.9
Kansas,Mar-2021,1499114,8696,24111,204,193050,193050,Inpatient Admissions Through the ED*,Age: 18-44 years,"2,361",0.6,4.4
Kansas,Mar-2021,1499114,8696,24111,204,193050,193050,Inpatient Admissions Through the ED*,Age: 45-64 years,"3,432",1.8,5.2
Kansas,Mar-2021,1499114,8696,24111,204,193050,193050,Inpatient Admissions Through the ED*,Age: 65-79 years,"3,477",3.4,5.3
Kansas,Mar-2021,1499114,8696,24111,204,193050,193050,Inpatient Admissions Through the ED*,Age: 80+ years,"2,385",4.0,5.2
Kansas,Mar-2021,1499114,8696,24111,204,193050,193050,All Inpatient Stays,Age: 0-17 years,"3,712",0.0,3.5
Kansas,Mar-2021,1499114,8696,24111,204,193050,193050,All Inpatient Stays,Age: 18-44 years,"6,196",0.4,3.5
Kansas,Mar-2021,1499114,8696,24111,204,193050,193050,All Inpatient Stays,Age: 45-64 years,"5,526",2.3,5.3
Kansas,Mar-2021,1499114,8696,24111,204,193050,193050,All Inpatient Stays,Age: 65-79 years,"6,129",3.3,5.4
Kansas,Mar-2021,1499114,8696,24111,204,193050,193050,All Inpatient Stays,Age: 80+ years,"3,818",5.0,5.4
Kansas,Mar-2021,1499114,8696,24111,204,193050,193050,COVID-19-Related Inpatient Stays,Age: 0-17 years,0,0.0,0.0
Kansas,Mar-2021,1499114,8696,24111,204,193050,193050,COVID-19-Related Inpatient Stays,Age: 18-44 years,129,0.0,5.3
Kansas,Mar-2021,1499114,8696,24111,204,193050,193050,COVID-19-Related Inpatient Stays,Age: 45-64 years,227,7.5,9.0
Kansas,Mar-2021,1499114,8696,24111,204,193050,193050,COVID-19-Related Inpatient Stays,Age: 65-79 years,205,13.2,10.4
Kansas,Mar-2021,1499114,8696,24111,204,193050,193050,COVID-19-Related Inpatient Stays,Age: 80+ years,90,0.0,7.3
Kansas,Mar-2021,1499114,8696,24111,204,193050,193050,Elective Inpatient Admissions*,Age: 0-17 years,113,0.0,5.4
Kansas,Mar-2021,1499114,8696,24111,204,193050,193050,Elective Inpatient Admissions*,Age: 18-44 years,492,0.0,3.5
Kansas,Mar-2021,1499114,8696,24111,204,193050,193050,Elective Inpatient Admissions*,Age: 45-64 years,"1,159",2.7,4.3
Kansas,Mar-2021,1499114,8696,24111,204,193050,193050,Elective Inpatient Admissions*,Age: 65-79 years,"1,540",2.6,5.0
Kansas,Mar-2021,1499114,8696,24111,204,193050,193050,Elective Inpatient Admissions*,Age: 80+ years,795,7.3,6.7
Kansas,Mar-2021,1499114,8696,24111,204,193050,193050,Influenza-Related Inpatient Stays,Age: 0-17 years,0,0.0,0.0
Kansas,Mar-2021,1499114,8696,24111,204,193050,193050,Influenza-Related Inpatient Stays,Age: 45-64 years,0,0.0,0.0
Kansas,Mar-2021,1499114,8696,24111,204,193050,193050,Influenza-Related Inpatient Stays,Age: 65-79 years,11,0.0,0.0
Kansas,Mar-2021,1499114,8696,24111,204,193050,193050,Influenza-Related Inpatient Stays,Age: 80+ years,0,0.0,0.0
Kansas,Mar-2021,1499114,8696,24111,204,193050,193050,Injury-Related Inpatient Stays,Age: 0-17 years,50,0.0,2.4
Kansas,Mar-2021,1499114,8696,24111,204,193050,193050,Injury-Related Inpatient Stays,Age: 18-44 years,224,0.0,4.1
Kansas,Mar-2021,1499114,8696,24111,204,193050,193050,Injury-Related Inpatient Stays,Age: 45-64 years,249,0.0,5.0
Kansas,Mar-2021,1499114,8696,24111,204,193050,193050,Injury-Related Inpatient Stays,Age: 65-79 years,327,0.0,5.4
Kansas,Mar-2021,1499114,8696,24111,204,193050,193050,Injury-Related Inpatient Stays,Age: 80+ years,397,3.3,4.9
Kansas,Mar-2021,1499114,8696,24111,204,193050,193050,Inpatient Stays Related to Mental Health and Substance Use,Age: 0-17 years,450,0.0,4.2
Kansas,Mar-2021,1499114,8696,24111,204,193050,193050,Inpatient Stays Related to Mental Health and Substance Use,Age: 18-44 years,776,0.0,4.8
Kansas,Mar-2021,1499114,8696,24111,204,193050,193050,Inpatient Stays Related to Mental Health and Substance Use,Age: 45-64 years,404,0.0,5.4
Kansas,Mar-2021,1499114,8696,24111,204,193050,193050,Inpatient Stays Related to Mental Health and Substance Use,Age: 65-79 years,134,0.0,12.2
Kansas,Mar-2021,1499114,8696,24111,204,193050,193050,Inpatient Stays Related to Mental Health and Substance Use,Age: 80+ years,70,0.0,8.8
Kansas,Mar-2021,1499114,8696,24111,204,193050,193050,Other Medical Inpatient Stays,Age: 0-17 years,270,0.0,3.2
Kansas,Mar-2021,1499114,8696,24111,204,193050,193050,Other Medical Inpatient Stays,Age: 18-44 years,"1,668",1.1,4.1
Kansas,Mar-2021,1499114,8696,24111,204,193050,193050,Other Medical Inpatient Stays,Age: 45-64 years,"3,229",3.2,5.1
Kansas,Mar-2021,1499114,8696,24111,204,193050,193050,Other Medical Inpatient Stays,Age: 65-79 years,"3,923",3.8,5.2
Kansas,Mar-2021,1499114,8696,24111,204,193050,193050,Other Medical Inpatient Stays,Age: 80+ years,"2,753",6.0,5.4
Kansas,Mar-2021,1499114,8696,24111,204,193050,193050,Surgical Inpatient Stays,Age: 0-17 years,60,0.0,4.6
Kansas,Mar-2021,1499114,8696,24111,204,193050,193050,Surgical Inpatient Stays,Age: 18-44 years,643,0.0,5.1
Kansas,Mar-2021,1499114,8696,24111,204,193050,193050,Surgical Inpatient Stays,Age: 45-64 years,"1,639",1.3,5.6
Kansas,Mar-2021,1499114,8696,24111,204,193050,193050,Surgical Inpatient Stays,Age: 65-79 years,"1,745",2.6,5.3
Kansas,Mar-2021,1499114,8696,24111,204,193050,193050,Surgical Inpatient Stays,Age: 80+ years,598,0.0,5.8
